uid,tweet,lemmatization,pos_tags,sentiment_score,sentiment_label
11209,imtiaz zg sappers ye apko hansny zrorat wese,imtiaz zg sapper ye apko hansny zrorat wese,imtiaz/NN zg/NN sappers/NNS ye/VBP apko/JJ hansny/NN zrorat/NN wese/JJ,0.0,neutral
34868,chlo wo beggar muhtram ap abu kahen gn beg k loota hai ÿ ”,chlo wo beggar muhtram ap abu kahen gn beg k loota hai ÿ ”,chlo/NN wo/MD beggar/VB muhtram/JJ ap/NN abu/NN kahen/NN gn/NN beg/NN k/NN loota/JJ hai/NN ÿ/NNP ”/NN,-1.0,negative
5703,rssurjewala sir ji peopl india modi ji aap behalf bole,rssurjewala sir ji peopl india modi ji aap behalf bole,rssurjewala/NN sir/NN ji/NN peopl/IN india/JJ modi/NN ji/NN aap/IN behalf/NN bole/NN,1.0,positive
33788,eh actual like nose ” ahh youu ÿºï  that sho cute,eh actual like nose ” ahh youu ÿºï  that sho cute,eh/RB actual/JJ like/IN nose/JJ ”/NNP ahh/NN youu/NN ÿºï/NNP /VBZ that/IN sho/FW cute/NN,1.0,positive
12074,anjanaomkashyap teri bhrastachaari badi bhrastachaari maha bikau fixer,anjanaomkashyap teri bhrastachaari badi bhrastachaari maha bikau fixer,anjanaomkashyap/NN teri/NN bhrastachaari/NN badi/NN bhrastachaari/NN maha/NN bikau/NN fixer/NN,0.0,neutral
10021,rt rajesh weets haqdaar banna asaan kaamyabi equat set ab raja beta raja bnega supertrail,rt rajesh weets haqdaar banna asaan kaamyabi equat set ab raja beta raja bnega supertrail,rt/NN rajesh/JJ weets/NNS haqdaar/VBP banna/JJ asaan/NN kaamyabi/NN equat/NN set/VBN ab/JJ raja/NN beta/NN raja/NN bnega/NN supertrail/NN,-1.0,negative
17050,good morn hv nice day today exam day dar ÿ ™ „,good morn hv nice day today exam day dar ÿ ™ „,good/JJ morn/NN hv/NN nice/JJ day/NN today/NN exam/VBP day/NN dar/NN ÿ/NNP ™/NNP „/NN,1.0,positive
10974,hindijkr jantakareporter kabhi maa dhulayee adh roti tukda bete deti thodi,hindijkr jantakareporter kabhi maa dhulayee adh roti tukda bete deti thodi,hindijkr/NN jantakareporter/NN kabhi/NN maa/NN dhulayee/NN adh/NN roti/NN tukda/NN bete/JJ deti/NN thodi/NN,0.0,neutral
26627,go through diehard workout session with my guid amardeep pandey ji my today partner vipul bhaii it,go through diehard workout session with my guid amardeep pandey ji my today partner vipul bhaii it,go/VB through/IN diehard/RB workout/IN session/NN with/IN my/PRP$ guid/NN amardeep/JJ pandey/NN ji/NN my/PRP$ today/NN partner/NN vipul/IN bhaii/NN it/PRP,1.0,positive
4458,pushpen ager girl tweet ko explain kern jarurt,pushpen ager girl tweet ko explain kern jarurt,pushpen/JJ ager/NN girl/NN tweet/NN ko/NN explain/VBP kern/JJ jarurt/NN,0.0,neutral
23070,yeshajethva deepakmundey arvindkejriw yeshjethva kaan sirji janta pagal bjp v,yeshajethva deepakmundey arvindkejriw yeshjethva kaan sirji janta pagal bjp v,yeshajethva/NN deepakmundey/NN arvindkejriw/NN yeshjethva/NN kaan/NN sirji/NN janta/NN pagal/JJ bjp/NN v/NN,0.0,neutral
9449,rs mushir sir manakgupta jaise logo ki pichwade me drar pad jaati hai sarkar se sawal karne me s,r mushir sir manakgupta jaise logo ki pichwade me drar pad jaati hai sarkar se sawal karne me s,rs/NN mushir/NN sir/NN manakgupta/NN jaise/NN logo/NN ki/NN pichwade/VBD me/PRP drar/VB pad/JJ jaati/NN hai/NN sarkar/NN se/NN sawal/NN karne/VB me/PRP s/VB,0.0,neutral
32173,rt sahilrockk manakgupta kyon acche jante modi crimin h aur north wale brainwashed aatanki h rs,rt sahilrockk manakgupta kyon acche jante modi crimin h aur north wale brainwash aatanki h r,rt/NN sahilrockk/NN manakgupta/NN kyon/NN acche/NN jante/NN modi/FW crimin/NN h/NN aur/JJ north/JJ wale/NN brainwashed/VBD aatanki/JJ h/NN rs/NN,0.0,neutral
21202,drjitendrasingh increasessccglvac increasessccglvac pmoindia narendramodi sir aapko modi ji,drjitendrasingh increasessccglvac increasessccglvac pmoindia narendramodi sir aapko modi ji,drjitendrasingh/NN increasessccglvac/NN increasessccglvac/JJ pmoindia/NN narendramodi/NN sir/NN aapko/NN modi/NN ji/NN,1.0,positive
29118,vikasbha so typic bhakths godi media fake video dil bharta,vikasbha so typic bhakths godi medium fake video dil bharta,vikasbha/NNS so/RB typic/JJ bhakths/NNS godi/JJ media/NNS fake/VBP video/JJ dil/NN bharta/NN,0.0,neutral
28446,surbhizoyasanam naagin trp back number end good note show view power well done team ÿ ‘  no,surbhizoyasanam naagin trp back number end good note show view power well do team ÿ ‘  no,surbhizoyasanam/JJ naagin/NN trp/NN back/RB number/NN end/NN good/JJ note/NN show/NN view/NN power/NN well/RB done/VBN team/NN ÿ/NN ‘/NNP /VBZ no/DT,1.0,positive
6181,hardikpatel chidhane modi bjp samarthako bhakt nare lagate sun haa,hardikpatel chidhane modi bjp samarthako bhakt nare lagate sun haa,hardikpatel/NN chidhane/NN modi/NN bjp/NN samarthako/NN bhakt/NN nare/JJ lagate/JJ sun/NN haa/NN,0.0,neutral
29850,roflmast anjanaomkashyap abey bewkoof atal ji politics desh hit saala haramkhor desh v,roflmast anjanaomkashyap abey bewkoof atal ji politics desh hit saala haramkhor desh v,roflmast/NN anjanaomkashyap/NN abey/NN bewkoof/NN atal/JJ ji/NN politics/NNS desh/VBP hit/VBN saala/JJ haramkhor/NN desh/NN v/NN,-1.0,negative
32375,kavita sharma anjanaomkashyap sardanarohit jab maare jaenge ee thikane aaenge sh,kavita sharma anjanaomkashyap sardanarohit jab maar jaenge ee thikane aaenge sh,kavita/NNS sharma/VBP anjanaomkashyap/JJ sardanarohit/NN jab/NN maare/NN jaenge/NN ee/NN thikane/NN aaenge/NN sh/NN,0.0,neutral
44444,just imagin cc combin secur modidovalshah ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ pakistan desh gaddaro l ã — ã — ã — lag gae,just imagin cc combin secur modidovalshah ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ pakistan desh gaddaro l ã — ã — ã — lag gae,just/RB imagin/VB cc/JJ combin/NN secur/NN modidovalshah/NN ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP pakistan/NN desh/NN gaddaro/NN l/NN ã/NNP —/NNP ã/NNP —/NNP ã/NNP —/NNP lag/NN gae/NN,0.0,neutral
14977,swamy meeraremi kunalkamra kamra tu congress parivaar dallavati shame parasit,swamy meeraremi kunalkamra kamra tu congress parivaar dallavati shame parasit,swamy/JJ meeraremi/NN kunalkamra/NN kamra/NN tu/IN congress/NN parivaar/NN dallavati/NNS shame/VBP parasit/NN,0.0,neutral
3947,nai naw aese goal ni honi chahie wrna bnda sari umar chezun pani lga rehta enjoy ni kr pata ÿ ˜ ¶ ÿ ™ „,nai naw aese goal ni honi chahie wrna bnda sari umar chezun pani lga rehta enjoy ni kr pata ÿ ˜ ¶ ÿ ™ „,nai/JJ naw/JJ aese/JJ goal/NN ni/JJ honi/NN chahie/NN wrna/NN bnda/NN sari/NN umar/JJ chezun/NN pani/NN lga/NN rehta/NN enjoy/NN ni/JJ kr/NN pata/NN ÿ/NNP ˜/NNP ¶/NNP ÿ/NNP ™/NNP „/NN,1.0,positive
11183,ammirrr bangla afghan humaray bus baat papua new guinea de doh pleas icc,ammirrr bangla afghan humaray bus baat papua new guinea de doh plea icc,ammirrr/NN bangla/NN afghan/IN humaray/NN bus/NN baat/NN papua/VBP new/JJ guinea/NN de/IN doh/FW pleas/NNS icc/VBP,0.0,neutral
11174,qari shabazgil is k kutti zaleel khabees mulla ny islam shakal bhigarr allah garat karin lanti insan,qari shabazgil be k kutti zaleel khabees mulla ny islam shakal bhigarr allah garat karin lanti insan,qari/NN shabazgil/NN is/VBZ k/JJ kutti/NNS zaleel/VBP khabees/NNS mulla/VBP ny/JJ islam/NN shakal/NN bhigarr/NN allah/NN garat/NN karin/NN lanti/VBZ insan/JJ,0.0,neutral
5997,bprerna with due respect bakshi ji point khan market us line likha h ani comment,bprerna with due respect bakshi ji point khan market u line likha h ani comment,bprerna/NN with/IN due/JJ respect/NN bakshi/NN ji/NN point/NN khan/NN market/NN us/PRP line/NN likha/NN h/NN ani/JJ comment/NN,1.0,positive
45120,surya iamumairmalik espncricinfo oh apni maa behen pelney walon jana humey bari,surya iamumairmalik espncricinfo oh apni maa behen pelney walon jana humey bari,surya/NN iamumairmalik/NN espncricinfo/NN oh/UH apni/JJ maa/NN behen/NN pelney/NN walon/NN jana/NN humey/NN bari/NN,0.0,neutral
43939,asyrafgi that i love jai ÿ ˜ ˜ ÿ ˜ ˜ ÿ ˜ ˜,asyrafgi that i love jai ÿ ˜ ˜ ÿ ˜ ˜ ÿ ˜ ˜,asyrafgi/IN that/DT i/NN love/VBP jai/NN ÿ/NNP ˜/NNP ˜/NNP ÿ/NNP ˜/NNP ˜/NNP ÿ/NNP ˜/NNP ˜/NN,1.0,positive
12496,rt kkyolov waaahh jihyooo hahaha love girl ÿ ˜  ÿ ˜  ÿ ˜  spartac foreverrr ÿ ’ • â,rt kkyolov waaahh jihyooo hahaha love girl ÿ ˜  ÿ ˜  ÿ ˜  spartac foreverrr ÿ ’ • â,rt/NN kkyolov/NN waaahh/NN jihyooo/NN hahaha/NN love/VBP girl/NN ÿ/NNP ˜/NNP /NNP ÿ/NNP ˜/NNP /NNP ÿ/NNP ˜/NNP /NNP spartac/VBD foreverrr/JJ ÿ/NNP ’/NNP •/NNP â/NN,1.0,positive
8778,korangi me garment factori me aag lag gai aag ne factory ki manzilon ko lapet me le lia fire brigade ka amla aag bujhane me masroof,korangi me garment factori me aag lag gai aag ne factory ki manzilon ko lapet me le lia fire brigade ka amla aag bujhane me masroof,korangi/VB me/PRP garment/JJ factori/VB me/PRP aag/JJ lag/NN gai/NN aag/NN ne/JJ factory/NN ki/NN manzilon/NN ko/NN lapet/IN me/PRP le/VBP lia/JJ fire/NN brigade/NN ka/NN amla/NN aag/NN bujhane/IN me/PRP masroof/VB,1.0,positive
24335,i â wish â whole world know wonder full love smile life ÿ ’ • happy birthday sok,i â wish â whole world know wonder full love smile life ÿ ’ • happy birthday sok,i/NN â/VBP wish/JJ â/NNP whole/JJ world/NN know/VBP wonder/VBP full/JJ love/NN smile/JJ life/NN ÿ/NNP ’/NNP •/NNP happy/JJ birthday/NN sok/NN,1.0,positive
848,rt mustafvi sab sy pehly cheez janna wajib ilme nafey lazim nafs aeybon jaanna mqiitika,rt mustafvi sab sy pehly cheez janna wajib ilme nafey lazim nafs aeybon jaanna mqiitika,rt/NN mustafvi/NN sab/NN sy/NN pehly/RB cheez/JJ janna/NN wajib/NN ilme/NN nafey/JJ lazim/NN nafs/JJ aeybon/NN jaanna/NN mqiitika/FW,0.0,neutral
14495,rt sunoo chanda word best synonym you,rt sunoo chanda word best synonym you,rt/NN sunoo/NN chanda/NN word/NN best/JJS synonym/NN you/PRP,0.0,neutral
25337,mishramugdha cnbc awaaz aaj paege abhi target pura isliye dhoop daud target,mishramugdha cnbc awaaz aaj paege abhi target pura isliye dhoop daud target,mishramugdha/NN cnbc/NN awaaz/NN aaj/NN paege/NN abhi/NN target/NN pura/NN isliye/JJ dhoop/NN daud/NN target/NN,0.0,neutral
35492,drmnpandeymp ji aapko skill develop minist jaane shubhkamnaye apke sansadiya chetra padao chandauli,drmnpandeymp ji aapko skill develop minist jaane shubhkamnaye apke sansadiya chetra padao chandauli,drmnpandeymp/NN ji/NN aapko/NN skill/NN develop/VB minist/JJ jaane/NN shubhkamnaye/NN apke/NN sansadiya/NN chetra/NN padao/NN chandauli/NN,1.0,positive
9155,asim meer what agenda ptm apko ubi yhi samj ni arahe ptm maqsad kia ptm accept pa,asim meer what agenda ptm apko ubi yhi samj ni arahe ptm maqsad kia ptm accept pa,asim/RB meer/VB what/WP agenda/NN ptm/NN apko/NN ubi/JJ yhi/NN samj/NN ni/JJ arahe/NN ptm/NN maqsad/NN kia/NN ptm/NN accept/IN pa/NN,0.0,neutral
15554,turn new turn music youll feel much better thank everyon ride namast friend i love,turn new turn music youll feel much good thank everyon ride namast friend i love,turn/VB new/JJ turn/NN music/NN youll/NN feel/VBP much/RB better/JJR thank/NN everyon/NN ride/NN namast/IN friend/NN i/NN love/VBP,1.0,positive
35856,pmji pranam sr ji desh eshbar eshi bulndi dikeeye desh gareebi kalnak laga khatm jay tabhi,pmji pranam sr ji desh eshbar eshi bulndi dikeeye desh gareebi kalnak laga khatm jay tabhi,pmji/NN pranam/NN sr/NN ji/NN desh/JJ eshbar/NN eshi/NN bulndi/NN dikeeye/NN desh/JJ gareebi/NN kalnak/NN laga/NN khatm/NN jay/NN tabhi/NN,0.0,neutral
31917,kahdo dushmno jra smbhl jay watan serhad dehshat felay kyonki modi ji tufan uthega,kahdo dushmno jra smbhl jay watan serhad dehshat felay kyonki modi ji tufan uthega,kahdo/NN dushmno/NN jra/NN smbhl/NN jay/NN watan/NN serhad/VBD dehshat/WP felay/VBD kyonki/FW modi/FW ji/NN tufan/NN uthega/JJ,0.0,neutral
31595,asli sunidhi liyakat dayar o t usme aapko jaldi run banane parte odi propper time sak,asli sunidhi liyakat dayar o t usme aapko jaldi run banane parte odi propper time sak,asli/NN sunidhi/NN liyakat/NN dayar/NN o/NN t/NN usme/JJ aapko/NN jaldi/NN run/VB banane/NN parte/NN odi/IN propper/JJ time/NN sak/NN,0.0,neutral
21804,peopl compar favorit best period srk worst himmat compar best best wor,peopl compar favorit best period srk bad himmat compar best best wor,peopl/NN compar/NN favorit/NN best/JJS period/NN srk/NN worst/JJS himmat/NN compar/NN best/RBS best/JJS wor/NN,1.0,positive
9702,jeetu nail role kota factori day habit trick best part ï  tvf kotafactori theviralfev,jeetu nail role kota factori day habit trick best part ï  tvf kotafactori theviralfev,jeetu/NN nail/JJ role/NN kota/NN factori/JJ day/NN habit/VB trick/JJ best/JJS part/NN ï/NN /NNP tvf/NN kotafactori/NN theviralfev/NN,0.0,neutral
11181,the indic ankit khoso theworldindex saar o saar aapse payega ÿª,the indic ankit khoso theworldindex saar o saar aapse payega ÿª,the/DT indic/JJ ankit/NN khoso/NN theworldindex/NN saar/VBD o/JJ saar/NN aapse/NN payega/NN ÿª/NN,1.0,positive
20415,sunitichoudhar aryavrta love jihad dharmantaran khule aam fir hinduo tyohar pr ap,sunitichoudhar aryavrta love jihad dharmantaran khule aam fir hinduo tyohar pr ap,sunitichoudhar/NN aryavrta/NN love/NN jihad/VBD dharmantaran/JJ khule/NN aam/NN fir/NN hinduo/NN tyohar/NN pr/NN ap/NN,0.0,neutral
11210,rt asiashah sanaahmer sanasayemrao true skardu jannat khubsurt logo khubsurt sarzameen proud gbian,rt asiashah sanaahmer sanasayemrao true skardu jannat khubsurt logo khubsurt sarzameen proud gbian,rt/NN asiashah/NN sanaahmer/JJ sanasayemrao/NN true/JJ skardu/NN jannat/NN khubsurt/NN logo/NN khubsurt/NN sarzameen/JJ proud/JJ gbian/NN,1.0,positive
31353,panjabiap siddiquiamana raghibmohammadi ek chutiya maha chutiya musalman khate h,panjabiap siddiquiamana raghibmohammadi ek chutiya maha chutiya musalman khate h,panjabiap/NN siddiquiamana/NN raghibmohammadi/NN ek/NN chutiya/NN maha/NN chutiya/NN musalman/NN khate/NN h/NN,0.0,neutral
25821,omeribis itani no ask friend,omeribis itani no ask friend,omeribis/JJ itani/NN no/DT ask/NN friend/NN,0.0,neutral
19887,mumtaz aajtak narendramodi mppoliceonline amipiyu officeofknath they bhakt they bloodi crimin,mumtaz aajtak narendramodi mppoliceonline amipiyu officeofknath they bhakt they bloodi crimin,mumtaz/NN aajtak/NN narendramodi/JJ mppoliceonline/NN amipiyu/VBP officeofknath/IN they/PRP bhakt/VBP they/PRP bloodi/VBP crimin/NNS,0.0,neutral
16302,victor kaan even tie domi pretti nice guy ice,victor kaan even tie domi pretti nice guy ice,victor/NN kaan/VBD even/RB tie/JJ domi/NN pretti/NN nice/JJ guy/NN ice/NN,1.0,positive
20926,rt onetiponehand ek nara ek naam jai shri ram jai shri ram deal,rt onetiponehand ek nara ek naam jai shri ram jai shri ram deal,rt/NN onetiponehand/NN ek/NN nara/NN ek/NN naam/JJ jai/NN shri/NN ram/NN jai/NN shri/NN ram/NN deal/NN,0.0,neutral
7407,pmoindia narendramodi humko imrankhanpti sahab bataana ptm goliyo dam khatam,pmoindia narendramodi humko imrankhanpti sahab bataana ptm goliyo dam khatam,pmoindia/NN narendramodi/NN humko/NN imrankhanpti/NN sahab/NN bataana/NN ptm/NN goliyo/NN dam/NN khatam/NN,1.0,positive
21361,size naapney shoq bohat dr saheba awaeen mard paas khaas tor ilaaj karaney jatey mai,size naapney shoq bohat dr saheba awaeen mard paas khaas tor ilaaj karaney jatey mai,size/NN naapney/NN shoq/NN bohat/IN dr/JJ saheba/NN awaeen/JJ mard/NN paas/NN khaas/NN tor/NN ilaaj/NN karaney/NN jatey/NN mai/NN,1.0,positive
15264,omg nice mami super touch ako give compliment danc tysm,omg nice mami super touch ako give compliment danc tysm,omg/JJ nice/JJ mami/NN super/JJ touch/NN ako/NNS give/VBP compliment/NN danc/NN tysm/NN,1.0,positive
27821,rt sashik oathceremoni modi main narendra damodardas modi ishwar shapath leke kehta hoon desh kejriwal main bac,rt sashik oathceremoni modi main narendra damodardas modi ishwar shapath leke kehta hoon desh kejriwal main bac,rt/NN sashik/NN oathceremoni/IN modi/NN main/JJ narendra/JJ damodardas/NN modi/NN ishwar/JJ shapath/NN leke/NN kehta/NN hoon/NN desh/NN kejriwal/NN main/JJ bac/NN,0.0,neutral
10339,sardanarohit haa tumhri dukan band jayegi hadkaoge bjp pravakta bhejti channel,sardanarohit haa tumhri dukan band jayegi hadkaoge bjp pravakta bhejti channel,sardanarohit/NN haa/NN tumhri/NN dukan/NN band/NN jayegi/NN hadkaoge/NN bjp/NN pravakta/NN bhejti/NN channel/NN,0.0,neutral
11747,krickr pakistan team phir maa chudi jaayege aap aana nottingham ÿ £ ÿ ˜ ‚,krickr pakistan team phir maa chudi jaayege aap aana nottingham ÿ £ ÿ ˜ ‚,krickr/NN pakistan/NN team/NN phir/NN maa/NN chudi/NN jaayege/NN aap/NN aana/NN nottingham/JJ ÿ/NNP £/NNP ÿ/NNP ˜/NNP ‚/NN,1.0,positive
19396,poojashali jisee journal dekhlo ÿ ˜ ‚ easi all the best mam shikanji piloo,poojashali jisee journal dekhlo ÿ ˜ ‚ easi all the best mam shikanji piloo,poojashali/NN jisee/NN journal/NN dekhlo/NN ÿ/NNP ˜/NNP ‚/NNP easi/VBZ all/PDT the/DT best/JJS mam/NN shikanji/NN piloo/NN,1.0,positive
34237,tejyadav rahulgandhi uwa ganjedi charsi chahiey waisey baap arey burbak chara chor la,tejyadav rahulgandhi uwa ganjedi charsi chahiey waisey baap arey burbak chara chor la,tejyadav/NN rahulgandhi/NN uwa/JJ ganjedi/NN charsi/NN chahiey/NN waisey/NN baap/NN arey/NN burbak/NN chara/NN chor/NN la/NN,-1.0,negative
12542,kya yesab pakistan video dikhake india naam kharab,kya yesab pakistan video dikhake india naam kharab,kya/NN yesab/NN pakistan/NN video/NN dikhake/VBP india/NN naam/NN kharab/NN,-1.0,negative
20356,mundrarameshwar lambaalka jo satta shaitaani wohi riot karvat logo marvat,mundrarameshwar lambaalka jo satta shaitaani wohi riot karvat logo marvat,mundrarameshwar/JJ lambaalka/NN jo/NN satta/NN shaitaani/NN wohi/NN riot/NN karvat/NN logo/NN marvat/NN,-1.0,negative
33049,zeenewshindi mainten dega metro bus party barbad rahega delhi chor nah,zeenewshindi mainten dega metro bus party barbad rahega delhi chor nah,zeenewshindi/NN mainten/NNS dega/VBP metro/JJ bus/NN party/NN barbad/NN rahega/JJ delhi/NN chor/NN nah/NN,0.0,neutral
38921,gauravkapur sdhawan imro oaktreesport what episod love gauravkapur ÿ ‘  and best part th,gauravkapur sdhawan imro oaktreesport what episod love gauravkapur ÿ ‘  and best part th,gauravkapur/NN sdhawan/NN imro/NN oaktreesport/NN what/WP episod/VBZ love/NN gauravkapur/NN ÿ/NNP ‘/NNP /NNP and/CC best/JJS part/NN th/NN,0.0,neutral
7367,prateek bhomia atalji vjah e ayodhya raita faila kaante saaf krke jameen samtal ba,prateek bhomia atalji vjah e ayodhya raita faila kaante saaf krke jameen samtal ba,prateek/JJ bhomia/NN atalji/NN vjah/NN e/NN ayodhya/IN raita/JJ faila/NN kaante/NN saaf/NN krke/NN jameen/JJ samtal/JJ ba/NN,-1.0,negative
334,rt billiontwits going coza timi dakolo tweet realis appallingli religi naiv nigerian mind a man,rt billiontwits go coza timi dakolo tweet realis appallingli religi naiv nigerian mind a man,rt/NN billiontwits/NNS going/VBG coza/JJ timi/NN dakolo/NN tweet/NN realis/NN appallingli/NN religi/NN naiv/JJ nigerian/JJ mind/NN a/DT man/NN,0.0,neutral
25032,souravs what meant say chutiya bsdk hmesha beizzati krata ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚,souravs what mean say chutiya bsdk hmesha beizzati krata ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚,souravs/VB what/WP meant/VB say/VBP chutiya/JJ bsdk/NN hmesha/NN beizzati/NN krata/NN ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NN,1.0,positive
22230,warforchang anti indian maa kaa bhosda lawd aulaad gashti ganda khoon suar thoki,warforchang anti indian maa kaa bhosda lawd aulaad gashti ganda khoon suar thoki,warforchang/NN anti/NN indian/JJ maa/NN kaa/NN bhosda/NN lawd/NN aulaad/NN gashti/NN ganda/NN khoon/NN suar/NN thoki/NN,-1.0,negative
10577,trulygaleej massakk rogerisgod chilluvandu ajaw chinizyaada present fun im happi time travel,trulygaleej massakk rogerisgod chilluvandu ajaw chinizyaada present fun im happi time travel,trulygaleej/NN massakk/NN rogerisgod/NN chilluvandu/NN ajaw/IN chinizyaada/JJ present/JJ fun/NN im/NN happi/NN time/NN travel/NN,1.0,positive
44577,rt shrutiredfm lucknow walo aao miltey sham sun motorsfaizabad roadindira nagar metro station paas heromotocorp,rt shrutiredfm lucknow walo aao miltey sham sun motorsfaizabad roadindira nagar metro station paas heromotocorp,rt/NN shrutiredfm/NN lucknow/VBP walo/NN aao/NN miltey/NN sham/NN sun/NN motorsfaizabad/NN roadindira/NN nagar/FW metro/NN station/NN paas/NN heromotocorp/NN,0.0,neutral
40006,manpree hr mania rangoli a lo hadh yaar hrithik fan likhna bi,manpree hr mania rangoli a lo hadh yaar hrithik fan likhna bi,manpree/JJ hr/NN mania/NN rangoli/VBZ a/DT lo/JJ hadh/NN yaar/NN hrithik/NN fan/NN likhna/NN bi/NN,1.0,positive
23662,kgf singh pass inn sb chalane remote h ÿ ˜ ‚ ÿ ˜ ‚,kgf singh pas inn sb chalane remote h ÿ ˜ ‚ ÿ ˜ ‚,kgf/NN singh/NN pass/NN inn/NN sb/NN chalane/NN remote/VBP h/NN ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NN,1.0,positive
16863,thi mean your love your support thankyou much loving abundantli bless ÿ ™  ÿ  » ÿ ™  ÿ  »,thi mean your love your support thankyou much love abundantli bless ÿ ™  ÿ  » ÿ ™  ÿ  »,thi/JJ mean/VB your/PRP$ love/VB your/PRP$ support/NN thankyou/RB much/JJ loving/VBG abundantli/JJ bless/NN ÿ/NNP ™/NNP /NNP ÿ/NNP /NNP »/NNP ÿ/NNP ™/NNP /NNP ÿ/NNP /NNP »/NN,1.0,positive
40894,kumarkunalmedia ch logo even use ledder,kumarkunalmedia ch logo even use ledder,kumarkunalmedia/NN ch/NN logo/VBD even/RB use/JJ ledder/NN,0.0,neutral
488,shame anjana om kashyap kanhaiya kumar lakh vote basil kiya lekin tumne words bhi governt ke bolne himmat,shame anjana om kashyap kanhaiya kumar lakh vote basil kiya lekin tumne word bhi governt ke bolne himmat,shame/NN anjana/VBZ om/JJ kashyap/NN kanhaiya/NN kumar/NN lakh/JJ vote/NN basil/NN kiya/NN lekin/FW tumne/NN words/NNS bhi/VBP governt/JJ ke/NN bolne/NN himmat/NN,0.0,neutral
39787,oooh good giggl i love confid ride brought barrelrac,oooh good giggl i love confid ride bring barrelrac,oooh/RB good/JJ giggl/NN i/NN love/VBP confid/NN ride/NN brought/VBD barrelrac/NN,0.0,neutral
20723,kia khyal apka,kia khyal apka,kia/NN khyal/NN apka/NN,0.0,neutral
9695,nishantjain rajasthan incredibleindia jai jinendra nishant bhiya,nishantjain rajasthan incredibleindia jai jinendra nishant bhiya,nishantjain/RB rajasthan/JJ incredibleindia/NN jai/NN jinendra/NN nishant/JJ bhiya/NN,1.0,positive
22686,msisodia are handsome sudhar dilli chunav bacha public paise uda educ jho,msisodia be handsome sudhar dilli chunav bacha public paisa uda educ jho,msisodia/NNS are/VBP handsome/JJ sudhar/JJ dilli/NN chunav/NN bacha/VBZ public/JJ paise/NN uda/JJ educ/NN jho/NN,0.0,neutral
39443,sinchan sinceresayar dilwala aukaat kya saale ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ kahin ceremoni mein canadian aam ata ÿ ˜ ‚ ÿÿ,sinchan sinceresayar dilwala aukaat kya saale ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ kahin ceremoni mein canadian aam ata ÿ ˜ ‚ ÿÿ,sinchan/NN sinceresayar/NN dilwala/NN aukaat/NN kya/VB saale/JJ ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP kahin/NNP ceremoni/NN mein/NN canadian/JJ aam/NN ata/NN ÿ/NNP ˜/NNP ‚/NNP ÿÿ/NN,1.0,positive
25735,kal bhaut loss motion k case aa lagata modi doobara pm baante hajaam raaha bjpindia,kal bhaut loss motion k case aa lagata modi doobara pm baante hajaam raaha bjpindia,kal/NNS bhaut/VBP loss/NN motion/NN k/NN case/NN aa/VBZ lagata/NNS modi/NN doobara/NN pm/NN baante/NN hajaam/NN raaha/NN bjpindia/NN,0.0,neutral
13706,mamataoffici jai shri ram bhagwan thum sadbuddi de complet bhakti day prabhu shri ram,mamataoffici jai shri ram bhagwan thum sadbuddi de complet bhakti day prabhu shri ram,mamataoffici/NN jai/NN shri/NN ram/NN bhagwan/NN thum/NN sadbuddi/NN de/IN complet/NN bhakti/NN day/NN prabhu/VB shri/NN ram/NN,1.0,positive
11176,ab baccho majak banana suru ÿ £ ÿ £ ÿ £ mamta,ab baccho majak banana suru ÿ £ ÿ £ ÿ £ mamta,ab/NN baccho/NN majak/NN banana/NN suru/NN ÿ/NNP £/NNP ÿ/NNP £/NNP ÿ/NNP £/NNP mamta/NN,-1.0,negative
15765,sawan sabkaakatega siddh artha sanki teri behen maa bhosda maa beti chut nikal bho,sawan sabkaakatega siddh artha sanki teri behen maa bhosda maa beti chut nikal bho,sawan/JJ sabkaakatega/JJ siddh/NN artha/NN sanki/NN teri/NN behen/NN maa/NN bhosda/NN maa/NN beti/NN chut/NN nikal/NN bho/NN,0.0,neutral
